,song name,album,artist,popularity,featured,release_date,track_id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,playlist
350,Isabellae,Black Cab,Higher Brothers,32,Higher Brothers,2017-05-31,2QSOWm1cCNHarRUZMVeb3P,0.709,0.799,1,-5.304,1,0.163,0.0,0.119,0.567,178.007,156933,4,This Is Higher Brothers
351,Diamond,Five Stars,Higher Brothers,29,Higher Brothers,2019-02-22,1DlFEqhGmARazOCKYFYIf8,0.836,0.66,8,-5.754,1,0.111,0.0,0.0975,0.752,95.041,192001,4,This Is Higher Brothers
352,Disrespectin,Head In The Clouds,88rising,34,AUGUST 08,2018-07-20,0uuH3Htpahzscc1YSG833Z,0.656,0.632,2,-5.855,1,0.331,0.0,0.0866,0.114,133.819,230173,4,This Is Higher Brothers
353,Go,Prince Charming,Masiwei,24,Higher Brothers,2020-02-28,5SI6uZvQlVkfW8RJtP6pJL,0.747,0.776,7,-5.659,1,0.428,0.0,0.117,0.666,172.027,180000,4,This Is Higher Brothers
354,711,Black Cab,Higher Brothers,29,Higher Brothers,2017-05-31,49gWRs13smbgMgIaDvprp2,0.683,0.763,0,-6.73,1,0.255,0.0,0.152,0.663,136.968,247274,4,This Is Higher Brothers
355,16 Hours,Five Stars,Higher Brothers,35,Higher Brothers,2019-02-22,6isbplW82BSsAfvzVXYRYZ,0.602,0.901,2,-2.555,0,0.105,0.0,0.296,0.756,148.073,172356,4,This Is Higher Brothers
356,Swimming Pool,Head In The Clouds,88rising,34,03 Greedo,2018-07-20,4xUnvfs5lN7hcgWwyXZA11,0.774,0.63,0,-7.807,0,0.286,0.0,0.311,0.77,140.033,272448,4,This Is Higher Brothers
357,Hold Me Down,Head In The Clouds II,88rising,29,Higher Brothers,2019-10-11,5X5lLBN316xuc8bwgSWSgh,0.85,0.741,1,-4.621,1,0.0751,0.0,0.245,0.809,100.975,223366,4,This Is Higher Brothers
358,Young Master,Black Cab,Higher Brothers,29,Higher Brothers,2017-05-31,52Np98dsECVJpOkQ3GHluU,0.841,0.755,10,-4.044,0,0.136,2.01e-06,0.0741,0.644,127.024,218070,4,This Is Higher Brothers
359,Nothing Wrong,Type-3 - EP,Higher Brothers,28,Harikiri,2018-02-27,3LdCNULik3urDPmZ5x1srI,0.825,0.67,1,-7.765,1,0.0702,0.0,0.139,0.646,124.025,160645,4,This Is Higher Brothers
360,Nothing Wrong (feat. Goldlink),Head In The Clouds,88rising,32,GoldLink,2018-07-20,55tfKBrYphNr4sjTeHqtc8,0.806,0.905,5,-4.363,0,0.294,0.0,0.324,0.524,124.001,192401,4,This Is Higher Brothers
361,Chengdu,Prince Charming,Masiwei,25,Higher Brothers,2020-02-28,3gOBsiaxhFUcIEslobaNE1,0.847,0.64,8,-4.191,1,0.169,0.0,0.109,0.66,140.078,205754,4,This Is Higher Brothers
362,"Talk Less and Feel More (feat. AUGUST 08, Barney Bones & Psy.P)",Old Master,Melo,25,Barney Bones,2020-04-20,4Fok6DNEzaVdinO94EuU8n,0.807,0.733,8,-6.889,1,0.222,0.0,0.144,0.36,110.13,224000,4,This Is Higher Brothers
363,NO HOOK,JALA (@1580518553),Bohan Phoenix,25,Higher Brothers,2017-01-27,7arnKIhqd1UFPLKpTnqWSS,0.479,0.74,6,-3.393,0,0.314,0.0,0.213,0.459,177.023,214000,4,This Is Higher Brothers
364,Lose Control (feat. KnowKnow),PSYLIFE.25,Psy.P,18,KnowKnow,2020-05-26,6iZSdo9lNWe80bKhgiJXdO,0.811,0.746,8,-3.702,1,0.0455,0.0,0.122,0.222,110.011,183273,4,This Is Higher Brothers
365,Wudidong,Black Cab,Higher Brothers,26,Higher Brothers,2017-05-31,4QM5Yst6tT8zbtK39ptVh0,0.812,0.795,7,-6.741,1,0.21,0.0,0.328,0.616,119.944,244773,4,This Is Higher Brothers
366,5:30 A.M.,Type-3 - EP,Higher Brothers,22,Harikiri,2018-02-27,7hlKTBzDXetwy5W7ldkh3G,0.824,0.581,2,-10.545,1,0.429,0.0,0.0804,0.463,171.926,157674,4,This Is Higher Brothers
367,Room Service,Journey to the West - EP,Higher Brothers,24,Higher Brothers,2018-01-17,5nklkPTbnSxBbNMt2l3FWU,0.797,0.785,1,-4.146,1,0.281,0.0,0.257,0.736,135.064,175099,4,This Is Higher Brothers
368,King of the Jungle (feat. Melo),PSYLIFE.25,Psy.P,17,Melo,2020-05-26,4rwyEeuyyDeXtN90rzjlH2,0.877,0.843,7,-3.956,1,0.199,0.0,0.126,0.551,94.001,207170,4,This Is Higher Brothers
369,Yahh,Black Cab,Higher Brothers,26,J.Mag,2017-05-31,5c2N1B9HNHIHw8NZZu1DsZ,0.823,0.752,0,-5.876,1,0.275,0.0,0.119,0.384,130.036,280514,4,This Is Higher Brothers
370,world.execute (me) ;,Miracle Milk,Mili,52,Mili,2016-10-12,2aozlm4HfRx8yRYL7RCoAH,0.522,0.817,2,-6.172,0,0.0461,0.652,0.393,0.548,129.971,211913,4,This Is Mili
371,Rightfully (TV Animation Goblin Slayer opening),Rightfully (TV Animation Goblin Slayer opening),Mili,54,Mili,2018-11-18,73tTDsjutmpFg31yIEvx8B,0.39,0.724,4,-6.015,0,0.0635,9.72e-05,0.102,0.301,181.91,213333,4,This Is Mili
372,"In Hell We Live, Lament","In Hell We Live, Lament",Mili,48,KIHOW,2021-12-21,25vvfOwx0tw2N44SMk1cMC,0.45,0.558,8,-7.722,0,0.0346,8.41e-06,0.288,0.146,124.818,223808,4,This Is Mili
373,Mortal With You,Mortal With You,Mili,50,Mili,2022-07-06,2Cl3bTLiHuQlQBcZSxJLON,0.381,0.525,9,-8.039,0,0.0362,1.03e-05,0.0946,0.232,183.635,235773,3,This Is Mili
374,String Theocracy,To Kill a Living Book -for Library Of Ruina-,Mili,49,Mili,2021-10-29,7ETSUd74fhHvG2JldNVizV,0.655,0.78,7,-5.622,0,0.0486,0.0,0.332,0.659,116.027,174170,4,This Is Mili
375,Main Theme,ENDER LILIES: Quietus of the Knights Original Soundtrack,Binary Haze Interactive,43,Mili,2021-06-22,0BpWJNsVnuuLjdAj5VaXdf,0.621,0.0708,0,-18.979,0,0.0445,0.871,0.0905,0.388,111.989,64821,3,This Is Mili
376,Paper Bouquet,Paper Bouquet,Mili,46,Mili,2022-04-02,4bBn7HCdg8psZmGomE5jap,0.563,0.867,0,-7.422,0,0.0356,0.0737,0.21,0.665,106.034,208559,4,This Is Mili
377,Ga1ahad and Scientific Witchery,Miracle Milk,Mili,43,Mili,2016-10-12,5mshWVHuDzHDDTvJvDTqCr,0.515,0.875,9,-5.708,0,0.0364,0.418,0.218,0.497,165.991,221378,4,This Is Mili
378,Children of the City,To Kill a Living Book -for Library Of Ruina-,Mili,42,Mili,2021-10-29,0QB80KYr6gfXcWg5keXib7,0.684,0.648,8,-6.971,1,0.0271,0.0363,0.131,0.446,119.019,234093,4,This Is Mili
379,Harmonious,ENDER LILIES: Quietus of the Knights Original Soundtrack,Binary Haze Interactive,40,Mili,2021-06-22,4FEQgKudL713jO1e6mIBI6,0.534,0.0354,2,-19.829,0,0.0644,0.438,0.0886,0.282,171.95,188372,4,This Is Mili
380,Within (Goblin Slayer Episode Twelve inserted song),Within (Goblin Slayer Episode Twelve inserted song),Mili,44,Mili,2018-12-23,0XGiCdsCrUZmImVOEM6HMn,0.647,0.409,6,-7.899,0,0.0319,0.0105,0.286,0.11,113.906,166184,3,This Is Mili
381,sustain++;,Intrauterine Education,Mili,44,Mili,2020-06-10,1QcKCeK0oOXwSknnlC1W3p,0.598,0.639,0,-7.666,0,0.0292,0.334,0.105,0.321,125.997,361000,4,This Is Mili
382,Gone Angels,To Kill a Living Book -for Library Of Ruina-,Mili,40,Mili,2021-10-29,6ijdkhXSb5w1evhv63b3Hp,0.588,0.32,11,-10.338,0,0.0288,0.00379,0.105,0.478,64.627,144927,4,This Is Mili
383,Bulbel,ENDER LILIES: Quietus of the Knights Original Soundtrack,Binary Haze Interactive,39,Mili,2021-06-22,4WyU2SKd0dOqaA9JrK1xuD,0.399,0.227,6,-10.916,1,0.0339,3.25e-06,0.108,0.118,81.99,206000,4,This Is Mili
384,Summoning 101,Millennium Mother,Mili,39,Mili,2018-04-25,5RHkpffEyeeklJnCmsRWpi,0.624,0.858,0,-5.222,1,0.0252,0.0,0.136,0.823,93.038,171480,4,This Is Mili
385,RTRT,Miracle Milk,Mili,40,Mili,2016-10-12,5PRm5YNFUs6sWwAgoJdJIi,0.647,0.798,7,-6.72,1,0.0326,0.204,0.1,0.446,131.981,215024,4,This Is Mili
386,"Salt, Pepper, Birds, and the Thought Police",To Kill a Living Book -for Library Of Ruina-,Mili,40,Mili,2021-10-29,3HzN4vC4BUatIwvAUa3Fi9,0.62,0.601,3,-5.945,1,0.0556,0.0,0.0782,0.615,77.96,244078,4,This Is Mili
387,Prologue,ENDER LILIES: Quietus of the Knights Original Soundtrack,Binary Haze Interactive,36,Mili,2021-06-22,39t9yFg730V3flgtAZxZHK,0.646,0.0393,0,-20.965,0,0.0624,0.943,0.126,0.0513,112.954,58407,3,This Is Mili
388,Iron Lotus,Iron Lotus,Mili,39,Mili,2021-02-27,28WEtxlwyWAScqgTQSZzUQ,0.573,0.728,11,-8.961,0,0.0372,0.101,0.377,0.361,137.942,237851,4,This Is Mili
389,Birthday Kid,Birthday Kid,Mili,38,Mili,2019-10-24,3nOPBxg7m74ai6nl0tIu6b,0.559,0.568,0,-8.88,0,0.0304,0.382,0.129,0.477,75.029,211779,4,This Is Mili
390,From a Place of Love,To Kill a Living Book -for Library Of Ruina-,Mili,38,Mili,2021-10-29,2slcjiJjdLSNG7Hl9zVFfS,0.63,0.416,0,-10.294,1,0.0325,0.00388,0.16,0.408,119.941,182088,4,This Is Mili
391,Lily,ENDER LILIES: Quietus of the Knights Original Soundtrack,Binary Haze Interactive,37,Mili,2021-06-22,0fK5eNixqs74UiJRQDDgeG,0.2,0.0257,5,-26.618,0,0.0381,0.908,0.0972,0.0346,88.677,190909,5,This Is Mili
392,A Turtle's Heart - Key Ingredient ver.,Key Ingredient,Mili,35,Mili,2022-06-03,3eBVgYz7pY6fxhIZ85i4ax,0.66,0.258,11,-13.74,0,0.0311,0.000262,0.0638,0.586,147.903,174552,4,This Is Mili
393,Skin-Deep Comedy,Skin-Deep Comedy,Promise of wizard,35,Mili,2022-03-18,2EIos9wevEoIGr8lSKEBhv,0.551,0.39,1,-11.341,0,0.0248,1.03e-05,0.0797,0.304,103.955,322414,4,This Is Mili
394,Poems of a Machine,To Kill a Living Book -for Library Of Ruina-,Mili,37,Mili,2021-10-29,7gTxVOyb4dRPrn68KadstF,0.584,0.554,6,-7.164,0,0.031,0.102,0.115,0.245,129.947,274084,4,This Is Mili
395,A Nocturne for All,ENDER LILIES: Quietus of the Knights Original Soundtrack,Binary Haze Interactive,32,Mili,2021-06-22,3YBPHxRQAGgbaUf2CBIerY,0.619,0.186,0,-21.69,0,0.0302,0.918,0.106,0.527,95.003,167368,3,This Is Mili
396,Victim,Victim,Mili,36,Mili,2019-01-24,0f4OsXL2l0d5xCPyA0vB7q,0.442,0.581,3,-6.471,1,0.0315,0.00074,0.116,0.195,77.058,231712,4,This Is Mili
397,Bathtub Mermaid,Miracle Milk,Mili,36,Mili,2016-10-12,64UdBWOO6lIsD86qkL9euA,0.653,0.216,3,-13.426,0,0.0323,0.0525,0.12,0.287,117.028,224022,3,This Is Mili
398,Static,Static,Mili,36,Mili,2020-02-01,46Jzcegrh5I5nQtT3TDRuK,0.315,0.396,0,-10.784,0,0.0369,0.000134,0.194,0.29,101.64,213111,5,This Is Mili
399,"Dandelion Girls, Dandelion Boys",Dandelions & Bento Boxes,Mili,33,Mili,2022-01-14,3sKeUtZ3MDjpWGo17dTzE1,0.473,0.59,11,-11.655,0,0.0503,0.0276,0.134,0.343,166.102,170964,4,This Is Mili
400,Camelia,Millennium Mother,Mili,36,Mili,2018-04-25,4NF2wkVJMrUipF7UDVmfjn,0.643,0.47,1,-6.043,0,0.0263,0.0,0.132,0.442,126.035,279987,4,This Is Mili
401,Red Dahlia,Miracle Milk,Mili,34,Mili,2016-10-12,3e3RJprC6Tdqdvp7KjCG1f,0.487,0.259,0,-10.441,0,0.0291,0.000563,0.131,0.314,107.899,137546,3,This Is Mili
402,Utopiosphere,Mag Mell,Mili,34,Mili,2014-09-24,3pbOW4z7XOook7GFmt48v6,0.592,0.631,7,-9.515,1,0.0479,2.23e-06,0.0858,0.506,88.031,132955,4,This Is Mili
403,Mitsubachi,Mitsubachi,Mili,34,Mili,2019-10-04,3lIkIykzGRhDAmg536iXuC,0.719,0.73,5,-8.628,0,0.0489,0.00762,0.0852,0.464,147.911,178127,4,This Is Mili
404,Vitamins,Millennium Mother,Mili,35,World's End Girlfriend,2018-04-25,0bHINzk3dXPggelTZeMxEe,0.674,0.652,10,-6.51,1,0.032,0.0177,0.11,0.586,95.517,300387,4,This Is Mili
405,Utopiosphere -Platonism-,Miracle Milk,Mili,34,Mili,2016-10-12,17oaQnX7dsafcpho64juVm,0.457,0.298,0,-11.84,1,0.0332,0.0103,0.0929,0.53,176.085,131208,4,This Is Mili
406,Sloth,Sloth,Mili,33,Mili,2019-09-10,33bTCbRo9JMdFPnhhStFv7,0.765,0.39,10,-9.301,1,0.0549,0.0678,0.112,0.448,115.997,173349,4,This Is Mili
407,雨と体液と匂い,雨と体液と匂い,Mili,34,Mili,2020-06-10,1ouz5gvh7XQm0Ryj7OwKZ1,0.689,0.488,3,-8.972,1,0.0296,0.00532,0.103,0.3,127.977,299000,4,This Is Mili
408,Mirror Mirror,Millennium Mother,Mili,33,Mili,2018-04-25,62A9O04etYcSU93mlbEgx7,0.756,0.74,4,-5.788,0,0.0336,0.00074,0.101,0.629,119.988,194173,4,This Is Mili
409,world.search (you) ;,Hue,Mili,36,Mili,2017-05-24,3e2OvQb3ps7AoYldKCjJhW,0.734,0.689,0,-6.991,1,0.0443,4.15e-05,0.0764,0.935,138.917,292484,4,This Is Mili
410,Cast Me a Spell,Cast Me a Spell,Promise of wizard,32,Mili,2020-02-21,1qM5Q0M8jbdIk4JzYJbq0K,0.679,0.608,0,-11.339,0,0.0602,0.0725,0.391,0.691,141.071,140442,4,This Is Mili
411,Rubber Human - Key Ingredient ver.,Key Ingredient,Mili,31,Mili,2022-06-03,7BkcYnj2j8xBtGuaVYw7V4,0.846,0.333,11,-14.959,1,0.068,0.0,0.0738,0.494,129.963,147573,4,This Is Mili
412,Though Our Paths May Diverge (Goblin Slayer Episode Seven inserted song),Rightfully (TV Animation Goblin Slayer opening),Mili,33,Mili,2018-12-05,3bQQKyBQW6owZQqowvdSa1,0.109,0.24,1,-12.274,0,0.0355,0.00316,0.0907,0.0521,166.383,198767,4,This Is Mili
413,YUBIKIRI-GENMAN,Mag Mell,Mili,34,Mili,2014-09-24,01n5Gzf6NE3IFqjWqkpgCv,0.566,0.282,5,-10.886,1,0.0342,0.000127,0.0672,0.396,73.001,235832,4,This Is Mili
414,With a Billion Worldful of <3,Millennium Mother,Mili,33,DE DE MOUSE,2018-04-25,1iOHtZpeycLcK5AyaSMcwV,0.456,0.678,10,-6.417,0,0.0414,2.05e-05,0.0812,0.323,150.217,205480,4,This Is Mili
415,My Creator,My Creator,Mili,32,Mili,2022-02-26,5iYe1VSmOWbEGo6Oyy31ii,0.259,0.485,11,-7.105,1,0.0346,0.00918,0.176,0.227,81.162,192640,3,This Is Mili
416,TOKYO NEON - Key Ingredient ver.,Key Ingredient,Mili,30,Mili,2022-06-03,2YYxD0a8Ss4TrKaSnNx7WV,0.491,0.285,11,-12.174,1,0.0387,6.08e-05,0.0937,0.558,92.446,253024,4,This Is Mili
417,Flowerworks,Flowerworks,Promise of wizard,31,Mili,2021-08-24,44tXxgxaYuaV3Oa4YOCJyE,0.367,0.568,9,-7.8,1,0.0291,0.00113,0.128,0.368,167.863,225983,3,This Is Mili
418,Mushrooms,Millennium Mother,Mili,32,Mili,2018-04-25,6WNsXkb1s8TvE2qN4V1wo1,0.573,0.601,1,-7.539,1,0.0367,0.0,0.0688,0.336,155.915,225053,4,This Is Mili
419,Nine Point Eight,Mag Mell,Mili,32,Mili,2014-09-24,3Ue79QtEfx0xECmXb28LeK,0.429,0.704,2,-6.803,1,0.0373,3.17e-05,0.125,0.554,82.025,190610,4,This Is Mili
420,"Costa Rica (with Bas & JID feat. Guapdad 4000, Reese LAFLARE, Jace, Mez, Smokepurpp, Buddy & Ski Mask The Slump God)",Revenge Of The Dreamers III,Dreamville,67,Guapdad 4000,2019-07-05,5WnfnSpuNEGXyEt78PBA6d,0.642,0.647,7,-6.312,0,0.428,0,0.0649,0.664,120.749,217867,4,This Is Guapdad 4000
421,Dragonball Durag - Remix,Dragonball Durag (Remix),Thundercat,54,Guapdad 4000,2020-08-25,1PrVLmXkJjh2vEhmBEKLeM,0.626,0.597,6,-9.943,0,0.33,1.53e-05,0.122,0.578,80.985,221099,4,This Is Guapdad 4000
422,Fearless,Fearless,Guapdad 4000,52,Valentino Khan,2022-01-26,7pDUFFF3J4WEu1aZMW4M4b,0.696,0.978,4,-0.72,0,0.043,0.000474,0.105,0.762,107.971,140000,4,This Is Guapdad 4000
423,BALI,BALI,Rich Brian,51,Guapdad 4000,2020-04-10,2XW3vH6ZqMHvlzUSfhWW2X,0.855,0.645,5,-6.321,0,0.0545,0,0.226,0.654,129.999,199385,4,This Is Guapdad 4000
424,Wells Fargo (with JID & EARTHGANG feat. Buddy & Guapdad 4000) - Interlude,Revenge Of The Dreamers III,Dreamville,56,Buddy,2019-07-05,2gtFMLjQpCTGekMi4oXZxN,0.8,0.826,1,-3.198,1,0.107,4.76e-06,0.181,0.241,148.021,123413,4,This Is Guapdad 4000
425,Poppin Pills - Remix,Poppin Pills (Remix),Jace,33,Childish Major,2022-05-20,1DFhROz5Gp7e6NMrmN3KDW,0.64,0.704,0,-8.546,1,0.296,0,0.217,0.563,160.048,112300,4,This Is Guapdad 4000
426,Pose (feat. Wiz Khalifa & Curren$y),Pose (feat. Wiz Khalifa & Curren$y),Guapdad 4000,46,Curren$y,2022-06-10,1EaEXPXlb3Xp19Aj3Nw8v1,0.76,0.612,1,-3.963,1,0.235,0,0.0375,0.662,187.934,204528,4,This Is Guapdad 4000
427,TOO BAD,TOO BAD,Kembe X,44,Guapdad 4000,2020-12-11,76JsE4rm4ewpq8z4Bzbrtx,0.814,0.599,5,-5.393,0,0.103,0,0.126,0.686,77.54,189381,4,This Is Guapdad 4000
428,"Don't Hit Me Right Now (with Bas & Cozz feat. Yung Baby Tate, Guapdad 4000 & Buddy)",Revenge Of The Dreamers III,Dreamville,48,Baby Tate,2019-07-05,4ChD9wq9iakg5UdeSzmgPE,0.779,0.597,10,-6.694,0,0.0851,0,0.131,0.432,124.056,174360,4,This Is Guapdad 4000
429,Black Iverson,Black Iverson,Guapdad 4000,44,Guapdad 4000,2022-04-29,3sLNEWdnPH6ML05Z8wFZhM,0.742,0.523,1,-5.162,1,0.108,0,0.0905,0.283,155.547,185925,4,This Is Guapdad 4000
430,Foolish,Shang-Chi and The Legend of The Ten Rings: The Album,88rising,45,Guapdad 4000,2021-09-03,3nXWCSTtbJFwvnLuMTIYwF,0.869,0.794,1,-5.217,1,0.0426,0,0.0769,0.339,112.017,177627,4,This Is Guapdad 4000
431,Cheap,Cheap,Guapdad 4000,42,Guapdad 4000,2022-03-17,5ICnHKFy7yBDTEFjZ8hODA,0.937,0.416,7,-10.416,0,0.418,0,0.0437,0.786,100.039,106027,4,This Is Guapdad 4000
432,Uncle Ricky,1176,Guapdad 4000,42,!llmind,2021-03-19,4oVTvW28J81iFfeqKTf50n,0.571,0.733,6,-6.246,0,0.342,7.97e-06,0.34,0.589,82.779,142255,4,This Is Guapdad 4000
433,Red Flags,Red Flags,Guapdad 4000,42,Guapdad 4000,2018-12-04,0hh6WnWAfP96gFcQWIxQ9G,0.868,0.468,10,-8.047,1,0.0875,0,0.11,0.211,98.025,156888,4,This Is Guapdad 4000
434,Iced Out Gold Chain,Dior Deposits (Deluxe),Guapdad 4000,42,Guapdad 4000,2019-12-20,3HYw9gQIuoZvfGebOrKob5,0.814,0.531,9,-7.113,1,0.117,0,0.0784,0.576,98.037,211755,4,This Is Guapdad 4000
435,Alpha,Alpha,Guapdad 4000,41,Guapdad 4000,2020-10-30,086xJzFlEYeCrQmFIVizMb,0.916,0.572,8,-5.566,0,0.105,4.88e-06,0.104,0.589,99.998,172800,4,This Is Guapdad 4000
436,Careless,Careless,Travis Thompson,37,Guapdad 4000,2022-08-23,1uuJEGhJGvoESZcP9P00Zk,0.883,0.488,3,-9.502,0,0.33,0,0.108,0.612,101.087,153880,4,This Is Guapdad 4000
437,People Pleaser,From Me To You,Quadeca,38,Guapdad 4000,2021-03-30,2qCvU8bd5U66RvbMlb5txr,0.667,0.654,4,-9.06,1,0.221,0,0.106,0.502,125.174,202200,4,This Is Guapdad 4000
438,Lil Scammer That Could (feat. Denzel Curry),Lil Scammer That Could (feat. Denzel Curry),Guapdad 4000,42,Denzel Curry,2020-06-26,2nSKol7UyxwffI6jLYTuUd,0.835,0.645,7,-5.397,1,0.116,4.27e-06,0.0818,0.524,79.992,186000,4,This Is Guapdad 4000
439,Windows Down,Windows Down,Moslikely,36,Guapdad 4000,2022-08-16,3s4xbg1cTfkfmJF4J8njSx,0.663,0.487,9,-8.311,1,0.0529,1.69e-06,0.124,0.417,158.032,164101,4,This Is Guapdad 4000
440,Champagne,Saved by the Bellinger,Eric Bellinger,27,Guapdad 4000,2019-09-27,2XdRZYuYwyuc6NLwJHCuWa,0.853,0.668,8,-4.029,1,0.176,0,0.107,0.624,137.052,182191,4,This Is Guapdad 4000
441,Oh Really? (feat. Kiefer),Oh Really? (feat. Kiefer),Lou Phelps,35,Kiefer,2022-04-18,0ZO6pL1cZgaOSIGQZi1OxW,0.68,0.714,7,-3.933,0,0.117,0,0.173,0.61,140.087,234857,4,This Is Guapdad 4000
442,Chicken Adobo,1176,Guapdad 4000,37,!llmind,2021-03-19,16ZSaXzmcsIXvHaK2HhT8r,0.887,0.401,5,-8.132,1,0.0646,1.96e-06,0.0728,0.601,128.047,182833,4,This Is Guapdad 4000
443,"Izayah (feat. Key!, Maxo Kream, Denzel Curry & Kenny Beats)",Dior Deposits (Deluxe),Guapdad 4000,40,Denzel Curry,2019-12-20,6136OsDSYIDRB10R2MSgWl,0.912,0.696,8,-4.509,1,0.307,0,0.138,0.586,142.028,213559,4,This Is Guapdad 4000
444,"No Chorus (with Bas feat. Buddy, Guapdad 4000 & Dreezy)",Revenge Of The Dreamers III: Director's Cut,Dreamville,40,Buddy,2020-01-16,7oL60LH1UJgqauinmCYiGr,0.691,0.392,2,-9.534,1,0.25,0,0.149,0.0891,148.297,202213,4,This Is Guapdad 4000
445,Simma (feat. Guapdad 4000),Postmodern Depression,Marc E. Bassy,35,Guapdad 4000,2018-10-05,049uvdNt8TKb05GsxpuQtU,0.851,0.632,2,-4.388,1,0.0837,5.18e-06,0.0672,0.5,90.985,155627,4,This Is Guapdad 4000
446,Thank the Gang,Sugar Hill Express,Twelve'len,36,Guapdad 4000,2021-07-09,5SgN6tSP1F0PiI8xpegq7e,0.735,0.55,2,-8.695,0,0.0952,0,0.465,0.57,108.017,181111,4,This Is Guapdad 4000
447,Platinum Falcon,"Platinum Falcon Tape, Vol. 1",Guapdad 4000,37,Guapdad 4000,2020-04-24,5YEGFGqgL8S9SXrtur19mR,0.957,0.825,1,-5.708,1,0.187,0,0.102,0.931,132.067,150286,4,This Is Guapdad 4000
448,Women Who Look Like You (feat. Guapdad 4000),Women Who Look Like You (feat. Guapdad 4000),JP Saxe,32,Guapdad 4000,2019-08-28,6kb6eE0tLvCoNbPUVsShro,0.655,0.497,7,-7.247,0,0.117,0,0.332,0.81,87.17,186381,4,This Is Guapdad 4000
449,Stuck With It (feat. Tory Lanez),Dior Deposits (Deluxe),Guapdad 4000,39,Tory Lanez,2019-12-20,4B9pOIJp309DPpr2LHHlcz,0.711,0.584,5,-7.648,1,0.0707,0,0.178,0.722,97.972,181455,4,This Is Guapdad 4000
450,Oaklandish,Ain't Gone Do It / Terms and Conditions,Too $hort,36,Rayven Justice,2020-12-18,5nYRlF5XVaw2xh3mT4XNR3,0.858,0.462,8,-7.592,1,0.213,0,0.195,0.489,100.971,166019,4,This Is Guapdad 4000
451,Hoe,GUAP,Guapdad 4000,33,Guapdad 4000,2022-07-14,4QUoiPcdTrawfDs7UAsfjs,0.704,0.696,1,-3.927,0,0.269,0,0.257,0.573,194.099,157848,4,This Is Guapdad 4000
452,Déjà Vu (feat. Guapdad 4000),BETTER (Deluxe),Deante' Hitchcock,33,Guapdad 4000,2020-10-28,5oFMrjiZJZsJ3vYXw6A9qs,0.763,0.605,8,-6.199,1,0.255,1.49e-06,0.169,0.404,139.023,228112,4,This Is Guapdad 4000
453,Prada Process (feat. 6lack),Dior Deposits (Deluxe),Guapdad 4000,37,6LACK,2019-12-20,1eZJY83Pkp0VqkCiaMLh9E,0.57,0.63,1,-6.765,0,0.458,0,0.111,0.501,84.537,198717,4,This Is Guapdad 4000
454,"Passcode (with Ari Lennox feat. Buddy, Smino, Mez & Guapdad 4000)",Revenge Of The Dreamers III: Director's Cut,Dreamville,36,Smino,2020-01-16,18AFdCGyTiy6WtTDlx1HnN,0.626,0.42,1,-9.459,1,0.54,2.64e-06,0.117,0.604,140.929,206000,4,This Is Guapdad 4000
455,Shameless (feat. Guapdad 4000),Harlan & Alondra,Buddy,35,Guapdad 4000,2018-07-20,7DfwPDwnkllMCFTf5cvxv0,0.713,0.677,9,-6.991,0,0.228,0,0.304,0.539,143.882,242160,4,This Is Guapdad 4000
456,How Many,How Many,Guapdad 4000,34,!llmind,2021-02-12,1iFMSqqBIpt1O9pEfVKKdf,0.83,0.492,6,-8.611,0,0.0482,7.1e-05,0.257,0.619,102.994,205124,4,This Is Guapdad 4000
457,Ice Cold,Eat When You're Hungry Sleep When You're Tired,Jay Worthy,32,G Perico,2020-05-01,4YlAdXEEU7HhX0ykKX2ViX,0.627,0.847,7,-3.738,1,0.29,0,0.304,0.867,181.05,196243,4,This Is Guapdad 4000
458,HALO HALO - REMIX (feat. Guapdad 4000 and Chevy),HALO HALO [REMIX (feat. Guapdad 4000 and Chevy)],Shawn Wasabi,29,Chevy,2020-10-09,74OHCwn7ZMQyjcBqem5gXn,0.749,0.883,0,-1.121,1,0.0456,0.0159,0.308,0.647,92.02,170870,4,This Is Guapdad 4000
459,Grammys,Grammys,Lou From Paradise,24,Guapdad 4000,2022-06-01,6FYUCyGVsivmet3ix7W2KX,0.872,0.816,10,-5.514,1,0.297,0,0.105,0.861,140.008,153783,4,This Is Guapdad 4000
460,Trade Places With Them Jeans,"Platinum Falcon Tape, Vol. 1",Guapdad 4000,30,Guapdad 4000,2020-04-24,1awKFdswWnFNPAdIbR7PES,0.539,0.548,4,-6.157,0,0.0409,0,0.0798,0.385,172.012,139814,4,This Is Guapdad 4000
461,"Anime Shawty, Vol. 2","Anime Shawty, Vol. 2",lil ricefield,31,Guapdad 4000,2021-01-29,06ZyvWsq2WYMFVkf0epX6u,0.822,0.634,5,-8.432,0,0.209,0,0.141,0.49,95.155,185686,4,This Is Guapdad 4000
462,Gucci Pajamas (feat. Chance the Rapper and Charlie Wilson),Dior Deposits (Deluxe),Guapdad 4000,33,Charlie Wilson,2019-12-20,6Xd0UxhSnQYCyvGGAMHajB,0.583,0.665,1,-4.676,1,0.342,0,0.145,0.927,112.842,203669,5,This Is Guapdad 4000
